,X1,X2,Y
0,3.3945237314288685,0.42284501397382734,1
1,2.7212637056519786,1.0144879835946006,1
2,5.399547707072271,-0.08331451113355093,1
3,2.0735784402054764,1.557631154121446,1
4,2.575244928517432,1.491963087744963,1
5,3.4419801001266985,0.6626273417112244,1
6,6.236817272371233,0.9421657039816271,1
7,5.567625290256709,0.24490356609459873,1
8,4.43213572989502,0.009037699345898764,1
9,0.8892143416192568,1.4982572822197844,1
10,4.8433082451480525,-0.4859747107001282,1
11,1.4619602604468207,1.6964700060268427,1
12,3.5348062298170264,0.4268363258943636,1
13,5.37490295163107,-0.0215986861519758,1
14,2.5172817986859015,1.3388963105772311,1
15,2.6465586309772005,1.2532025340746427,1
16,1.7588884119863977,1.8422794979258956,1
17,2.406613105601172,1.3122081627776023,1
18,3.9787566649365056,0.16727154402810968,1
19,4.87267389724997,-0.31520082259249116,1
20,5.856154191410198,0.1127924350029419,1
21,2.5762744112043348,1.4032903514204047,1
22,6.13313216100595,0.8272994867477761,1
23,2.8932281177938397,1.1875890965218594,1
24,3.987259385608748,-0.08996543621242781,1
25,3.508592736716915,0.2086452327291578,1
26,5.004886834704249,-0.34665115114346867,1
27,4.889246232742935,-0.17017846762815092,1
28,0.9320159092564089,1.7654249876598125,1
29,2.4345590903947634,1.512392180753445,1
30,5.008321922976107,-0.31637907024992673,1
31,2.2109311151944113,1.4728934059867413,1
32,0.7068912902398532,1.4475574210740005,1
33,2.2638818571113926,1.34808215762399,1
34,5.5664645895725515,0.31781151574924066,1
35,1.8880150682848085,1.5608972444563558,1
36,1.306812866668877,1.6693662632280952,1
37,3.4870423702902333,0.5181238083976965,1
38,5.877306057964979,0.3490855064239951,1
39,0.6963771405667561,1.3157718322819831,1
40,1.1312249012664335,1.7412181820853283,1
41,5.1584219716046595,-0.07945406795065035,1
42,1.8048825172263077,1.5852845084277027,1
43,4.887671215735314,-0.0934173720757221,1
44,4.115700042675704,0.11616667614575266,1
45,5.873173919422066,0.20786060469716378,1
46,3.6714394279543168,0.0776471762954633,1
47,2.8098320805158674,1.0104566430178807,1
48,4.931150669699357,-0.15449460211736832,1
49,2.493728639392214,1.3142318295053468,1
50,1.501880696996046,1.8385292234394046,1
51,5.98915028296208,0.41084037011931507,1
52,5.401008463738287,-0.2115929829368166,1
53,0.4984001064826879,1.0045282210352455,1
54,2.8393811496939008,1.2013011474507942,1
55,2.886650354866027,1.1881582967878521,1
56,5.725300296251068,0.39621007414094844,1
57,3.645971016963258,0.4105731537574829,1
58,6.0415451522247645,0.4997409711224463,1
59,4.157926609368509,-0.025749348740147227,1
60,6.264353307271747,0.785856141727893,1
61,3.2818579821781877,0.5324160298089186,1
62,2.289275814010584,1.5445364447187282,1
63,0.17793638574623127,1.1187546608743326,1
64,4.978202149363765,-0.41344781941658726,1
65,0.08981462588780625,1.055345335932873,1
66,2.4041503335962906,1.32681876565726,1
67,5.085746328937185,-0.359810892106589,1
68,3.7881508471285166,0.20140886749859582,1
69,6.198658230687,0.7599263302027267,1
70,3.0984488021246976,0.6210399448759596,1
71,5.698098531252549,0.3677618355126162,1
72,3.8857406203987943,0.21159507352098877,1
73,2.9484492140030873,0.6977674031073693,1
74,4.945725802311174,-0.07467858814695649,1
75,1.6825288753634926,1.6273611136419586,1
76,3.554768707233398,0.39160703868030156,1
77,2.6051106543345455,1.4084588292693114,1
78,4.64333029970411,-0.2243513120831384,1
79,5.706224733731618,0.4441107535859742,1
80,4.715414483112918,-0.08000561795871808,1
81,3.807441204979674,0.3290054287727727,1
82,1.2967339052394304,1.7090085590045812,1
83,4.679934832008543,-0.36028613075382765,1
84,2.0927496721039556,1.6127965308996233,1
85,2.5734757114388493,1.0832211411758614,1
86,1.685898276614028,1.7887856792641044,1
87,5.451305920772442,-0.16571799860941616,1
88,1.9988825331742208,1.745317664461026,1
89,6.254879601150117,0.8104795743029436,1
90,5.75230396738894,0.4293899656315107,1
91,4.362328199745185,-0.08927255257622901,1
92,2.923970381346668,0.8381298292357517,1
93,0.8489204530224557,1.5635762568718876,1
94,2.210050337729834,1.4650697539068045,1
95,3.555555374462435,0.24750498023279938,1
96,0.8718404478063017,1.5971408940053973,1
97,2.2697440296249516,1.3097693537495165,1
98,5.541430388596243,-0.1602421201588664,1
99,3.7504612741737287,0.32326558261131,1
100,1.0833964287674518,0.7365755451696041,0
101,1.567032500022213,0.6455659697572234,0
102,1.3680808387386794,0.6794481779327739,0
103,4.825097900473313,-1.4140730194836144,0
104,5.425079737703566,-1.0848712330836796,0
105,6.092083441525685,-0.608456349781791,0
106,4.757238504024909,-1.352406356175969,0
107,4.314887323359892,-1.2715939557088138,0
108,2.919432365883653,-0.2051316437495541,0
109,4.041741857780442,-1.2456632346758185,0
110,5.197313357856616,-1.1735029364954592,0
111,1.445406240518923,0.6176661518556342,0
112,3.721028491188113,-0.6885896392894577,0
113,4.800100856602736,-1.157015255898762,0
114,3.617826306980933,-0.5889117513803372,0
115,0.31547378168950424,0.20339659678994465,0
116,3.7391057447615,-0.9183848790790531,0
117,3.4015406431364927,-0.725622820220324,0
118,3.4009306320505144,-0.7284288306824868,0
119,4.920237174787411,-1.4337646724758228,0
120,2.7386922282858763,0.18721264079560812,0
121,1.7486606951757595,0.49293735727879323,0
122,2.7588041535219996,0.1912220672839945,0
123,3.7003340863720267,-0.9713271050675317,0
124,2.6970680919263867,-0.04494643787307906,0
125,2.4176356646854704,0.5478100723266215,0
126,5.32224793154666,-1.0858834140499851,0
127,1.5535265587776774,0.906440215254567,0
128,6.222044043251259,-0.3764893554441075,0
129,0.6764503193283481,0.22044463851558904,0
130,5.8879526035141705,-0.4956563729517834,0
131,0.9770507169537258,0.4566615064663861,0
132,0.8676909297085369,0.5606081790869755,0
133,2.4610998752345483,0.29958286029627945,0
134,1.1017403542741109,0.8755654443343193,0
135,2.8348352248322533,0.10202607408962555,0
136,6.163347587477777,-0.25326122572418636,0
137,0.1993768351287414,0.0353183743007085,0
138,1.0035690002280417,0.6804638748826826,0
139,5.283074841124786,-1.1439565224646473,0
140,4.381355975380812,-1.0946348667748915,0
141,3.7773468115351454,-1.0360093920836522,0
142,2.884020198553363,-0.044524585136103634,0
143,0.5690560845205022,0.4798019101121223,0
144,1.219145439446526,0.5071073069001402,0
145,6.154050816144562,-0.3369824888403872,0
146,1.0633896261480493,0.7463884164825794,0
147,5.957195399676522,-0.7490059786733319,0
148,3.7254976437144287,-0.941191712383328,0
149,3.816260233677565,-0.6316226464341106,0
150,5.025191212801081,-1.3316650888102186,0
151,0.6875346358979666,0.3475974917932373,0
152,4.3003535473786965,-1.0808846660460598,0
153,0.4257208043014777,0.2264839650392355,0
154,1.5031581076512424,0.6238832057808262,0
155,0.29350015876672236,-0.13384707587188283,0
156,2.8186104132622085,0.29836571498571623,0
157,0.03910176437884957,-0.2716121249896506,0
158,4.375354843768802,-1.3192602321938192,0
159,2.216533131982504,0.7527425705620019,0
160,1.5951762280624293,0.6077064908423,0
161,4.131563724428078,-1.3019519494685972,0
162,4.945829756102945,-1.0148941319648854,0
163,4.681444753725842,-1.0165766002416812,0
164,0.11173082216311434,-0.021137671811462977,0
165,4.429049165094505,-1.3391140932469994,0
166,2.038489652368105,0.881222274862299,0
167,3.4189235639300373,-0.6266998427748579,0
168,1.5286115704882037,0.7180763324054933,0
169,3.824702671869039,-0.7018383293335594,0
170,4.656399816766236,-1.2117365098888957,0
171,4.645502100205387,-1.1247701341143133,0
172,0.8684153269629628,0.6762978570987798,0
173,0.946226501489132,0.5859842212460219,0
174,2.2799027379642647,0.33859797032139743,0
175,3.14259552209671,-0.25559398115652526,0
176,4.343283756650901,-1.072815498430755,0
177,1.990416803362599,0.4861658141993116,0
178,3.3386815807833066,-0.34782674852678364,0
179,5.486721750900226,-0.8409400344224394,0
180,0.5529538456165405,0.40557029802601935,0
181,5.178897656672533,-1.0559633569995581,0
182,1.911265671625029,0.8581070957713155,0
183,2.5856553082967437,0.13958092125145355,0
184,6.103263126780546,-0.27894251942663095,0
185,3.261642613416732,-0.6051115808893665,0
186,0.5979146435739271,0.34533896428755934,0
187,0.28718918021746836,0.21352020521663573,0
188,3.238339276733641,-0.21739319033270765,0
189,2.4480256320594433,0.5230698851938438,0
190,0.548090680880842,0.26557555220859125,0
191,2.156299881121638,0.44609211325855946,0
192,3.2751854507397864,-0.4599636159472911,0
193,2.2776727252336353,0.580537894310541,0
194,3.096198940663667,-0.047433515569919864,0
195,1.1155649201371112,0.8590246550540477,0
196,1.0659191674221933,0.7762078003258787,0
197,5.5735650441726845,-1.016306799589377,0
198,6.175410898343052,-0.29915868607869034,0
199,2.1212040286572296,0.7102140256926264,0
200,1.7323230122364255,-1.0922922242806874,1
201,1.23242903027286,-0.9233427366930662,1
202,1.8608035976912451,-0.4684111659794449,1
203,1.6874604487323037,-0.8469393459746211,1
204,1.1398407894910707,-0.7421781675171658,1
205,1.3679794777778314,-1.0256719748335288,1
206,1.7509711638687067,-1.5338251805900989,1
207,1.7396633652426157,-1.73644886209022,1
208,1.6868232357193018,-0.9873720918756805,1
209,0.965965149094208,-0.5588063101180964,1
210,2.1254764692283294,-0.8478574648471394,1
211,2.005628787022928,-1.6995899409340827,1
212,0.8887765251547783,-0.5188152585555029,1
213,1.439548384653436,-0.8781121993171889,1
214,2.115686845858555,-1.021218927310503,1
215,1.3790606535754917,-0.824571048567708,1
216,1.4274509470615993,-0.8306272607071838,1
217,1.4141650679387672,-1.278215699698078,1
218,1.6775388621354497,-1.1879046144014818,1
219,1.86378863847838,-0.5285594765060583,1
220,1.5694576761226116,-0.49641429558383776,1
221,1.5259574111186998,-0.9079365971921477,1
222,1.0018332993492491,-0.4240758686054653,1
223,1.468661874762371,-1.188477147207157,1
224,1.9630779919172252,-1.4183660777336091,1
225,1.6329817071824977,-0.7856751733401452,1
226,1.6057195752613884,-0.9813692611954662,1
227,1.5759731113994866,-1.0577883176148575,1
228,1.8892441318547544,-0.6539129186509554,1
229,1.2939452930054751,-0.6236053083935083,1
230,1.9154266364925554,-1.2441646684751824,1
231,1.6475490506115789,-1.1800460760630032,1
232,1.7141295552238707,-1.3141628882724894,1
233,0.9655096691162962,-0.8854021277184042,1
234,1.1897189735717488,-0.8948113825248756,1
235,1.7266489530770144,-1.046214816391897,1
236,1.960233456923247,-1.152613591836303,1
237,1.4681919563047403,-0.9088766579105861,1
238,0.9963605742843085,-0.9261392117994081,1
239,2.0315762740916985,-0.9396630352613576,1
240,2.049078004376293,-0.6943283586805704,1
241,1.5161530035623847,-0.7246757205310426,1
242,1.1997626506218273,-0.5369191817892721,1
243,1.542184478054875,-1.8190659311421242,1
244,1.4697411465929566,-0.7043809713619742,1
245,1.6725710526288151,-0.80929601807151,1
246,1.2108503856805846,-0.7054202196630768,1
247,1.858344921542677,-1.0586224140565272,1
248,1.675165007352709,-0.7526462155082232,1
249,1.8833197067937526,-0.7512085686043286,1
